      t(s)           x(m)           y(m)
 160.50000        6.95707       -4.18379
 160.51000        6.96023       -4.18335
 160.52000        6.96339       -4.18291
 160.53000        6.96655       -4.18246
 160.54000        6.96971       -4.18202
 160.55000        6.97286       -4.18158
 160.56000        6.97602       -4.18113
 160.57000        6.97917       -4.18068
 160.58000        6.98232       -4.18024
 160.59000        6.98547       -4.17979
 160.60000        6.98862       -4.17934
 160.61000        6.99177       -4.17889
 160.62000        6.99492       -4.17844
 160.63000        6.99806       -4.17799
 160.64000        7.00120       -4.17754
 160.65000        7.00435       -4.17709
 160.66000        7.00749       -4.17663
 160.67000        7.01063       -4.17618
 160.68000        7.01377       -4.17573
 160.69000        7.01690       -4.17527
 160.70000        7.02004       -4.17482
 160.71000        7.02317       -4.17436
 160.72000        7.02631       -4.17390
 160.73000        7.02944       -4.17344
 160.74000        7.03257       -4.17298
 160.75000        7.03570       -4.17252
 160.76000        7.03883       -4.17206
 160.77000        7.04195       -4.17160
 160.78000        7.04508       -4.17114
 160.79000        7.04820       -4.17068
 160.80000        7.05133       -4.17021
 160.81000        7.05445       -4.16975
 160.82000        7.05757       -4.16928
 160.83000        7.06069       -4.16882
 160.84000        7.06381       -4.16835
 160.85000        7.06692       -4.16788
 160.86000        7.07004       -4.16741
 160.87000        7.07315       -4.16695
 160.88000        7.07627       -4.16648
 160.89000        7.07938       -4.16600
 160.90000        7.08249       -4.16553
 160.91000        7.08560       -4.16506
 160.92000        7.08871       -4.16459
 160.93000        7.09181       -4.16412
 160.94000        7.09492       -4.16364
 160.95000        7.09802       -4.16317
 160.96000        7.10112       -4.16269
 160.97000        7.10422       -4.16221
 160.98000        7.10733       -4.16174
 160.99000        7.11042       -4.16126
 161.00000        7.11352       -4.16078
 161.01000        7.11662       -4.16030
 161.02000        7.11971       -4.15982
 161.03000        7.12281       -4.15934
 161.04000        7.12590       -4.15886
 161.05000        7.12899       -4.15837
 161.06000        7.13208       -4.15789
 161.07000        7.13517       -4.15741
 161.08000        7.13826       -4.15692
 161.09000        7.14134       -4.15644
 161.10000        7.14443       -4.15595
 161.11000        7.14751       -4.15546
 161.12000        7.15059       -4.15498
 161.13000        7.15367       -4.15449
 161.14000        7.15675       -4.15400
 161.15000        7.15983       -4.15351
 161.16000        7.16291       -4.15302
 161.17000        7.16599       -4.15253
 161.18000        7.16906       -4.15204
 161.19000        7.17213       -4.15154
 161.20000        7.17521       -4.15105
 161.21000        7.17828       -4.15056
 161.22000        7.18135       -4.15006
 161.23000        7.18442       -4.14956
 161.24000        7.18748       -4.14907
 161.25000        7.19055       -4.14857
 161.26000        7.19361       -4.14807
 161.27000        7.19668       -4.14757
 161.28000        7.19974       -4.14708
 161.29000        7.20280       -4.14658
 161.30000        7.20586       -4.14607
 161.31000        7.20892       -4.14557
 161.32000        7.21197       -4.14507
 161.33000        7.21503       -4.14457
 161.34000        7.21809       -4.14406
 161.35000        7.22114       -4.14356
 161.36000        7.22419       -4.14305
 161.37000        7.22724       -4.14255
 161.38000        7.23029       -4.14204
 161.39000        7.23334       -4.14154
 161.40000        7.23639       -4.14103
 161.41000        7.23943       -4.14052
 161.42000        7.24248       -4.14001
 161.43000        7.24552       -4.13950
 161.44000        7.24856       -4.13899
 161.45000        7.25160       -4.13848
 161.46000        7.25464       -4.13796
 161.47000        7.25768       -4.13745
 161.48000        7.26072       -4.13694
 161.49000        7.26375       -4.13642
 161.50000        7.26679       -4.13591
 161.51000        7.26982       -4.13539
 161.52000        7.27285       -4.13488
 161.53000        7.27589       -4.13436
 161.54000        7.27892       -4.13384
 161.55000        7.28194       -4.13332
 161.56000        7.28497       -4.13280
 161.57000        7.28800       -4.13228
 161.58000        7.29102       -4.13176
 161.59000        7.29405       -4.13124
 161.60000        7.29707       -4.13072
 161.61000        7.30009       -4.13020
 161.62000        7.30311       -4.12967
 161.63000        7.30613       -4.12915
 161.64000        7.30914       -4.12862
 161.65000        7.31216       -4.12810
 161.66000        7.31518       -4.12757
 161.67000        7.31819       -4.12704
 161.68000        7.32120       -4.12652
 161.69000        7.32421       -4.12599
 161.70000        7.32722       -4.12546
 161.71000        7.33023       -4.12493
 161.72000        7.33324       -4.12440
 161.73000        7.33624       -4.12387
 161.74000        7.33925       -4.12334
 161.75000        7.34225       -4.12280
 161.76000        7.34526       -4.12227
 161.77000        7.34826       -4.12174
 161.78000        7.35126       -4.12120
 161.79000        7.35426       -4.12067
 161.80000        7.35725       -4.12013
 161.81000        7.36025       -4.11959
 161.82000        7.36324       -4.11906
 161.83000        7.36624       -4.11852
 161.84000        7.36923       -4.11798
 161.85000        7.37222       -4.11744
 161.86000        7.37521       -4.11690
 161.87000        7.37820       -4.11636
 161.88000        7.38119       -4.11582
 161.89000        7.38418       -4.11527
 161.90000        7.38716       -4.11473
 161.91000        7.39015       -4.11419
 161.92000        7.39313       -4.11364
 161.93000        7.39611       -4.11310
 161.94000        7.39909       -4.11255
 161.95000        7.40207       -4.11201
 161.96000        7.40505       -4.11146
 161.97000        7.40802       -4.11091
 161.98000        7.41100       -4.11036
 161.99000        7.41397       -4.10982
 162.00000        7.41695       -4.10927
 162.01000        7.41992       -4.10872
 162.02000        7.42289       -4.10816
 162.03000        7.42586       -4.10761
 162.04000        7.42883       -4.10706
 162.05000        7.43180       -4.10651
 162.06000        7.43476       -4.10595
 162.07000        7.43773       -4.10540
 162.08000        7.44069       -4.10484
 162.09000        7.44365       -4.10429
 162.10000        7.44661       -4.10373
 162.11000        7.44957       -4.10318
 162.12000        7.45253       -4.10262
 162.13000        7.45549       -4.10206
 162.14000        7.45844       -4.10150
 162.15000        7.46140       -4.10094
 162.16000        7.46435       -4.10038
 162.17000        7.46731       -4.09982
 162.18000        7.47026       -4.09926
 162.19000        7.47321       -4.09870
 162.20000        7.47616       -4.09813
 162.21000        7.47910       -4.09757
 162.22000        7.48205       -4.09700
 162.23000        7.48499       -4.09644
 162.24000        7.48794       -4.09587
 162.25000        7.49088       -4.09531
 162.26000        7.49382       -4.09474
 162.27000        7.49676       -4.09417
 162.28000        7.49970       -4.09360
 162.29000        7.50264       -4.09304
 162.30000        7.50558       -4.09247
 162.31000        7.50851       -4.09190
 162.32000        7.51145       -4.09132
 162.33000        7.51438       -4.09075
 162.34000        7.51731       -4.09018
 162.35000        7.52024       -4.08961
 162.36000        7.52317       -4.08903
 162.37000        7.52610       -4.08846
 162.38000        7.52903       -4.08788
 162.39000        7.53196       -4.08731
 162.40000        7.53488       -4.08673
 162.41000        7.53780       -4.08616
 162.42000        7.54073       -4.08558
 162.43000        7.54365       -4.08500
 162.44000        7.54657       -4.08442
 162.45000        7.54949       -4.08384
 162.46000        7.55240       -4.08326
 162.47000        7.55532       -4.08268
 162.48000        7.55824       -4.08210
 162.49000        7.56115       -4.08152
 162.50000        7.56406       -4.08094
 162.51000        7.56697       -4.08035
 162.52000        7.56989       -4.07977
 162.53000        7.57279       -4.07918
 162.54000        7.57570       -4.07860
 162.55000        7.57861       -4.07801
 162.56000        7.58152       -4.07743
 162.57000        7.58442       -4.07684
 162.58000        7.58732       -4.07625
 162.59000        7.59023       -4.07566
 162.60000        7.59313       -4.07507
 162.61000        7.59603       -4.07449
 162.62000        7.59893       -4.07389
 162.63000        7.60182       -4.07330
 162.64000        7.60472       -4.07271
 162.65000        7.60761       -4.07212
 162.66000        7.61051       -4.07153
 162.67000        7.61340       -4.07093
 162.68000        7.61629       -4.07034
 162.69000        7.61918       -4.06975
 162.70000        7.62207       -4.06915
 162.71000        7.62496       -4.06855
 162.72000        7.62785       -4.06796
 162.73000        7.63073       -4.06736
 162.74000        7.63362       -4.06676
 162.75000        7.63650       -4.06616
 162.76000        7.63938       -4.06556
 162.77000        7.64226       -4.06496
 162.78000        7.64514       -4.06436
 162.79000        7.64802       -4.06376
 162.80000        7.65090       -4.06316
 162.81000        7.65377       -4.06256
 162.82000        7.65665       -4.06196
 162.83000        7.65952       -4.06135
 162.84000        7.66240       -4.06075
 162.85000        7.66527       -4.06014
 162.86000        7.66814       -4.05954
 162.87000        7.67101       -4.05893
 162.88000        7.67387       -4.05833
 162.89000        7.67674       -4.05772
 162.90000        7.67961       -4.05711
 162.91000        7.68247       -4.05650
 162.92000        7.68533       -4.05589
 162.93000        7.68820       -4.05528
 162.94000        7.69106       -4.05467
 162.95000        7.69392       -4.05406
 162.96000        7.69678       -4.05345
 162.97000        7.69963       -4.05284
 162.98000        7.70249       -4.05223
 162.99000        7.70534       -4.05161
 163.00000        7.70820       -4.05100
 163.01000        7.71105       -4.05038
 163.02000        7.71390       -4.04977
 163.03000        7.71675       -4.04915
 163.04000        7.71960       -4.04854
 163.05000        7.72245       -4.04792
 163.06000        7.72530       -4.04730
 163.07000        7.72814       -4.04668
 163.08000        7.73099       -4.04606
 163.09000        7.73383       -4.04544
 163.10000        7.73667       -4.04482
 163.11000        7.73951       -4.04420
 163.12000        7.74235       -4.04358
 163.13000        7.74519       -4.04296
 163.14000        7.74803       -4.04234
 163.15000        7.75087       -4.04171
 163.16000        7.75370       -4.04109
 163.17000        7.75654       -4.04047
 163.18000        7.75937       -4.03984
 163.19000        7.76220       -4.03921
 163.20000        7.76503       -4.03859
 163.21000        7.76786       -4.03796
 163.22000        7.77069       -4.03733
 163.23000        7.77352       -4.03671
 163.24000        7.77634       -4.03608
 163.25000        7.77917       -4.03545
 163.26000        7.78199       -4.03482
 163.27000        7.78481       -4.03419
 163.28000        7.78764       -4.03356
 163.29000        7.79046       -4.03293
 163.30000        7.79327       -4.03229
 163.31000        7.79609       -4.03166
 163.32000        7.79891       -4.03103
 163.33000        7.80172       -4.03039
 163.34000        7.80454       -4.02976
 163.35000        7.80735       -4.02912
 163.36000        7.81016       -4.02849
 163.37000        7.81298       -4.02785
 163.38000        7.81579       -4.02721
 163.39000        7.81859       -4.02658
 163.40000        7.82140       -4.02594
 163.41000        7.82421       -4.02530
 163.42000        7.82701       -4.02466
 163.43000        7.82982       -4.02402
 163.44000        7.83262       -4.02338
 163.45000        7.83542       -4.02274
 163.46000        7.83822       -4.02210
 163.47000        7.84102       -4.02145
 163.48000        7.84382       -4.02081
 163.49000        7.84662       -4.02017
 163.50000        7.84941       -4.01952
 163.51000        7.85221       -4.01888
 163.52000        7.85500       -4.01823
 163.53000        7.85780       -4.01759
 163.54000        7.86059       -4.01694
 163.55000        7.86338       -4.01629
 163.56000        7.86617       -4.01565
 163.57000        7.86895       -4.01500
 163.58000        7.87174       -4.01435
 163.59000        7.87453       -4.01370
 163.60000        7.87731       -4.01305
 163.61000        7.88010       -4.01240
 163.62000        7.88288       -4.01175
 163.63000        7.88566       -4.01110
 163.64000        7.88844       -4.01045
 163.65000        7.89122       -4.00979
 163.66000        7.89400       -4.00914
 163.67000        7.89677       -4.00848
 163.68000        7.89955       -4.00783
 163.69000        7.90232       -4.00718
 163.70000        7.90510       -4.00652
 163.71000        7.90787       -4.00586
 163.72000        7.91064       -4.00521
 163.73000        7.91341       -4.00455
 163.74000        7.91618       -4.00389
 163.75000        7.91894       -4.00323
 163.76000        7.92171       -4.00257
 163.77000        7.92448       -4.00191
 163.78000        7.92724       -4.00125
 163.79000        7.93000       -4.00059
 163.80000        7.93277       -3.99993
 163.81000        7.93553       -3.99927
 163.82000        7.93829       -3.99861
 163.83000        7.94104       -3.99794
 163.84000        7.94380       -3.99728
 163.85000        7.94656       -3.99662
 163.86000        7.94931       -3.99595
 163.87000        7.95207       -3.99528
 163.88000        7.95482       -3.99462
 163.89000        7.95757       -3.99395
 163.90000        7.96032       -3.99329
 163.91000        7.96307       -3.99262
 163.92000        7.96582       -3.99195
 163.93000        7.96857       -3.99128
 163.94000        7.97131       -3.99061
 163.95000        7.97406       -3.98994
 163.96000        7.97680       -3.98927
 163.97000        7.97955       -3.98860
 163.98000        7.98229       -3.98793
 163.99000        7.98503       -3.98726
 164.00000        7.98777       -3.98658
 164.01000        7.99050       -3.98591
 164.02000        7.99324       -3.98524
 164.03000        7.99598       -3.98456
 164.04000        7.99871       -3.98389
 164.05000        8.00145       -3.98321
 164.06000        8.00418       -3.98253
 164.07000        8.00691       -3.98186
 164.08000        8.00964       -3.98118
 164.09000        8.01237       -3.98050
 164.10000        8.01510       -3.97982
 164.11000        8.01783       -3.97915
 164.12000        8.02055       -3.97847
 164.13000        8.02328       -3.97779
 164.14000        8.02600       -3.97711
 164.15000        8.02872       -3.97642
 164.16000        8.03144       -3.97574
 164.17000        8.03416       -3.97506
 164.18000        8.03688       -3.97438
 164.19000        8.03960       -3.97369
 164.20000        8.04232       -3.97301
 164.21000        8.04503       -3.97233
 164.22000        8.04775       -3.97164
 164.23000        8.05046       -3.97096
 164.24000        8.05318       -3.97027
 164.25000        8.05589       -3.96958
 164.26000        8.05860       -3.96890
 164.27000        8.06131       -3.96821
 164.28000        8.06401       -3.96752
 164.29000        8.06672       -3.96683
 164.30000        8.06943       -3.96614
 164.31000        8.07213       -3.96545
 164.32000        8.07484       -3.96476
 164.33000        8.07754       -3.96407
 164.34000        8.08024       -3.96338
 164.35000        8.08294       -3.96269
 164.36000        8.08564       -3.96199
 164.37000        8.08834       -3.96130
 164.38000        8.09103       -3.96061
 164.39000        8.09373       -3.95991
 164.40000        8.09642       -3.95922
 164.41000        8.09912       -3.95852
 164.42000        8.10181       -3.95783
 164.43000        8.10450       -3.95713
 164.44000        8.10719       -3.95643
 164.45000        8.10988       -3.95573
 164.46000        8.11257       -3.95504
 164.47000        8.11526       -3.95434
 164.48000        8.11794       -3.95364
 164.49000        8.12063       -3.95294
 164.50000        8.12331       -3.95224
 164.51000        8.12599       -3.95154
 164.52000        8.12868       -3.95084
 164.53000        8.13136       -3.95014
 164.54000        8.13404       -3.94943
 164.55000        8.13671       -3.94873
 164.56000        8.13939       -3.94803
 164.57000        8.14207       -3.94732
 164.58000        8.14474       -3.94662
 164.59000        8.14742       -3.94591
 164.60000        8.15009       -3.94521
 164.61000        8.15276       -3.94450
 164.62000        8.15543       -3.94379
 164.63000        8.15810       -3.94309
 164.64000        8.16077       -3.94238
 164.65000        8.16344       -3.94167
 164.66000        8.16610       -3.94096
 164.67000        8.16877       -3.94025
 164.68000        8.17143       -3.93954
 164.69000        8.17409       -3.93883
 164.70000        8.17675       -3.93812
 164.71000        8.17942       -3.93741
 164.72000        8.18208       -3.93670
 164.73000        8.18473       -3.93599
 164.74000        8.18739       -3.93527
 164.75000        8.19005       -3.93456
 164.76000        8.19270       -3.93385
 164.77000        8.19536       -3.93313
 164.78000        8.19801       -3.93242
 164.79000        8.20066       -3.93170
 164.80000        8.20331       -3.93099
 164.81000        8.20596       -3.93027
 164.82000        8.20861       -3.92955
 164.83000        8.21126       -3.92883
 164.84000        8.21390       -3.92812
 164.85000        8.21655       -3.92740
 164.86000        8.21919       -3.92668
 164.87000        8.22184       -3.92596
 164.88000        8.22448       -3.92524
 164.89000        8.22712       -3.92452
 164.90000        8.22976       -3.92380
 164.91000        8.23240       -3.92307
 164.92000        8.23504       -3.92235
 164.93000        8.23767       -3.92163
 164.94000        8.24031       -3.92091
 164.95000        8.24294       -3.92018
 164.96000        8.24558       -3.91946
 164.97000        8.24821       -3.91873
 164.98000        8.25084       -3.91801
 164.99000        8.25347       -3.91728
 165.00000        8.25610       -3.91655
 165.01000        8.25873       -3.91583
 165.02000        8.26136       -3.91510
 165.03000        8.26398       -3.91437
 165.04000        8.26661       -3.91364
 165.05000        8.26923       -3.91291
 165.06000        8.27185       -3.91218
 165.07000        8.27447       -3.91145
 165.08000        8.27709       -3.91072
 165.09000        8.27971       -3.90999
 165.10000        8.28233       -3.90926
 165.11000        8.28495       -3.90853
 165.12000        8.28757       -3.90780
 165.13000        8.29018       -3.90706
 165.14000        8.29279       -3.90633
 165.15000        8.29541       -3.90560
 165.16000        8.29802       -3.90486
 165.17000        8.30063       -3.90413
 165.18000        8.30324       -3.90339
 165.19000        8.30585       -3.90265
 165.20000        8.30846       -3.90192
 165.21000        8.31106       -3.90118
 165.22000        8.31367       -3.90044
 165.23000        8.31627       -3.89970
 165.24000        8.31887       -3.89897
 165.25000        8.32148       -3.89823
 165.26000        8.32408       -3.89749
 165.27000        8.32668       -3.89675
 165.28000        8.32928       -3.89601
 165.29000        8.33187       -3.89526
 165.30000        8.33447       -3.89452
 165.31000        8.33707       -3.89378
 165.32000        8.33966       -3.89304
 165.33000        8.34226       -3.89229
 165.34000        8.34485       -3.89155
 165.35000        8.34744       -3.89081
 165.36000        8.35003       -3.89006
 165.37000        8.35262       -3.88932
 165.38000        8.35521       -3.88857
 165.39000        8.35779       -3.88783
 165.40000        8.36038       -3.88708
 165.41000        8.36297       -3.88633
 165.42000        8.36555       -3.88558
 165.43000        8.36813       -3.88484
 165.44000        8.37071       -3.88409
 165.45000        8.37330       -3.88334
 165.46000        8.37587       -3.88259
 165.47000        8.37845       -3.88184
 165.48000        8.38103       -3.88109
 165.49000        8.38361       -3.88034
 165.50000        8.38618       -3.87958
 165.51000        8.38876       -3.87883
 165.52000        8.39133       -3.87808
 165.53000        8.39390       -3.87733
 165.54000        8.39647       -3.87657
 165.55000        8.39904       -3.87582
 165.56000        8.40161       -3.87506
 165.57000        8.40418       -3.87431
 165.58000        8.40675       -3.87355
 165.59000        8.40931       -3.87280
 165.60000        8.41188       -3.87204
 165.61000        8.41444       -3.87128
 165.62000        8.41701       -3.87053
 165.63000        8.41957       -3.86977
 165.64000        8.42213       -3.86901
 165.65000        8.42469       -3.86825
 165.66000        8.42725       -3.86749
 165.67000        8.42980       -3.86673
 165.68000        8.43236       -3.86597
 165.69000        8.43491       -3.86521
 165.70000        8.43747       -3.86445
 165.71000        8.44002       -3.86369
 165.72000        8.44257       -3.86292
 165.73000        8.44513       -3.86216
 165.74000        8.44768       -3.86140
 165.75000        8.45022       -3.86063
 165.76000        8.45277       -3.85987
 165.77000        8.45532       -3.85911
 165.78000        8.45787       -3.85834
 165.79000        8.46041       -3.85757
 165.80000        8.46295       -3.85681
 165.81000        8.46550       -3.85604
 165.82000        8.46804       -3.85527
 165.83000        8.47058       -3.85451
 165.84000        8.47312       -3.85374
 165.85000        8.47566       -3.85297
 165.86000        8.47819       -3.85220
 165.87000        8.48073       -3.85143
 165.88000        8.48327       -3.85066
 165.89000        8.48580       -3.84989
 165.90000        8.48833       -3.84912
 165.91000        8.49087       -3.84835
 165.92000        8.49340       -3.84758
 165.93000        8.49593       -3.84680
 165.94000        8.49846       -3.84603
 165.95000        8.50098       -3.84526
 165.96000        8.50351       -3.84448
 165.97000        8.50604       -3.84371
 165.98000        8.50856       -3.84294
 165.99000        8.51108       -3.84216
 166.00000        8.51361       -3.84138
 166.01000        8.51613       -3.84061
 166.02000        8.51865       -3.83983
 166.03000        8.52117       -3.83905
 166.04000        8.52369       -3.83828
 166.05000        8.52621       -3.83750
 166.06000        8.52872       -3.83672
 166.07000        8.53124       -3.83594
 166.08000        8.53375       -3.83516
 166.09000        8.53626       -3.83438
 166.10000        8.53878       -3.83360
 166.11000        8.54129       -3.83282
 166.12000        8.54380       -3.83204
 166.13000        8.54631       -3.83126
 166.14000        8.54882       -3.83047
 166.15000        8.55132       -3.82969
 166.16000        8.55383       -3.82891
 166.17000        8.55633       -3.82812
 166.18000        8.55884       -3.82734
 166.19000        8.56134       -3.82656
 166.20000        8.56384       -3.82577
 166.21000        8.56634       -3.82499
 166.22000        8.56884       -3.82420
 166.23000        8.57134       -3.82341
 166.24000        8.57384       -3.82263
 166.25000        8.57634       -3.82184
 166.26000        8.57883       -3.82105
 166.27000        8.58133       -3.82026
 166.28000        8.58382       -3.81947
 166.29000        8.58631       -3.81868
 166.30000        8.58880       -3.81789
 166.31000        8.59130       -3.81710
 166.32000        8.59378       -3.81631
 166.33000        8.59627       -3.81552
 166.34000        8.59876       -3.81473
 166.35000        8.60125       -3.81394
 166.36000        8.60373       -3.81315
 166.37000        8.60622       -3.81235
 166.38000        8.60870       -3.81156
 166.39000        8.61118       -3.81077
 166.40000        8.61366       -3.80997
 166.41000        8.61614       -3.80918
 166.42000        8.61862       -3.80838
 166.43000        8.62110       -3.80759
 166.44000        8.62358       -3.80679
 166.45000        8.62605       -3.80599
 166.46000        8.62853       -3.80520
 166.47000        8.63100       -3.80440
 166.48000        8.63348       -3.80360
 166.49000        8.63595       -3.80280
 166.50000        8.63842       -3.80200
 166.51000        8.64089       -3.80120
 166.52000        8.64336       -3.80040
 166.53000        8.64582       -3.79960
 166.54000        8.64829       -3.79880
 166.55000        8.65076       -3.79800
 166.56000        8.65322       -3.79720
 166.57000        8.65569       -3.79640
 166.58000        8.65815       -3.79560
 166.59000        8.66061       -3.79479
 166.60000        8.66307       -3.79399
 166.61000        8.66553       -3.79319
 166.62000        8.66799       -3.79238
 166.63000        8.67045       -3.79158
 166.64000        8.67290       -3.79077
 166.65000        8.67536       -3.78997
 166.66000        8.67781       -3.78916
 166.67000        8.68027       -3.78835
 166.68000        8.68272       -3.78755
 166.69000        8.68517       -3.78674
 166.70000        8.68762       -3.78593
 166.71000        8.69007       -3.78512
 166.72000        8.69252       -3.78432
 166.73000        8.69497       -3.78351
 166.74000        8.69741       -3.78270
 166.75000        8.69986       -3.78189
 166.76000        8.70230       -3.78108
 166.77000        8.70474       -3.78027
 166.78000        8.70719       -3.77945
 166.79000        8.70963       -3.77864
 166.80000        8.71207       -3.77783
 166.81000        8.71451       -3.77702
 166.82000        8.71695       -3.77620
 166.83000        8.71938       -3.77539
 166.84000        8.72182       -3.77458
 166.85000        8.72425       -3.77376
 166.86000        8.72669       -3.77295
 166.87000        8.72912       -3.77213
 166.88000        8.73155       -3.77132
 166.89000        8.73398       -3.77050
 166.90000        8.73641       -3.76968
 166.91000        8.73884       -3.76887
 166.92000        8.74127       -3.76805
 166.93000        8.74370       -3.76723
 166.94000        8.74612       -3.76641
 166.95000        8.74855       -3.76559
 166.96000        8.75097       -3.76477
 166.97000        8.75340       -3.76395
 166.98000        8.75582       -3.76313
 166.99000        8.75824       -3.76231
 167.00000        8.76066       -3.76149
 167.01000        8.76308       -3.76067
 167.02000        8.76550       -3.75985
 167.03000        8.76791       -3.75903
 167.04000        8.77033       -3.75820
 167.05000        8.77274       -3.75738
 167.06000        8.77516       -3.75656
 167.07000        8.77757       -3.75573
 167.08000        8.77998       -3.75491
 167.09000        8.78239       -3.75408
 167.10000        8.78480       -3.75326
 167.11000        8.78721       -3.75243
 167.12000        8.78962       -3.75161
 167.13000        8.79203       -3.75078
 167.14000        8.79443       -3.74995
 167.15000        8.79684       -3.74912
 167.16000        8.79924       -3.74830
 167.17000        8.80164       -3.74747
 167.18000        8.80405       -3.74664
 167.19000        8.80645       -3.74581
 167.20000        8.80885       -3.74498
 167.21000        8.81124       -3.74415
 167.22000        8.81364       -3.74332
 167.23000        8.81604       -3.74249
 167.24000        8.81843       -3.74166
 167.25000        8.82083       -3.74083
 167.26000        8.82322       -3.73999
 167.27000        8.82562       -3.73916
 167.28000        8.82801       -3.73833
 167.29000        8.83040       -3.73749
 167.30000        8.83279       -3.73666
 167.31000        8.83518       -3.73583
 167.32000        8.83756       -3.73499
 167.33000        8.83995       -3.73416
 167.34000        8.84234       -3.73332
 167.35000        8.84472       -3.73248
 167.36000        8.84711       -3.73165
 167.37000        8.84949       -3.73081
 167.38000        8.85187       -3.72997
 167.39000        8.85425       -3.72914
 167.40000        8.85663       -3.72830
 167.41000        8.85901       -3.72746
 167.42000        8.86139       -3.72662
 167.43000        8.86376       -3.72578
 167.44000        8.86614       -3.72494
 167.45000        8.86851       -3.72410
 167.46000        8.87089       -3.72326
 167.47000        8.87326       -3.72242
 167.48000        8.87563       -3.72158
 167.49000        8.87800       -3.72074
 167.50000        8.88037       -3.71989
 167.51000        8.88274       -3.71905
 167.52000        8.88511       -3.71821
 167.53000        8.88748       -3.71736
 167.54000        8.88984       -3.71652
 167.55000        8.89221       -3.71568
 167.56000        8.89457       -3.71483
 167.57000        8.89693       -3.71399
 167.58000        8.89929       -3.71314
 167.59000        8.90166       -3.71229
 167.60000        8.90402       -3.71145
 167.61000        8.90637       -3.71060
 167.62000        8.90873       -3.70975
 167.63000        8.91109       -3.70891
 167.64000        8.91344       -3.70806
 167.65000        8.91580       -3.70721
 167.66000        8.91815       -3.70636
 167.67000        8.92051       -3.70551
 167.68000        8.92286       -3.70466
 167.69000        8.92521       -3.70381
 167.70000        8.92756       -3.70296
 167.71000        8.92991       -3.70211
 167.72000        8.93226       -3.70126
 167.73000        8.93460       -3.70041
 167.74000        8.93695       -3.69955
 167.75000        8.93929       -3.69870
 167.76000        8.94164       -3.69785
 167.77000        8.94398       -3.69699
 167.78000        8.94632       -3.69614
 167.79000        8.94866       -3.69529
 167.80000        8.95100       -3.69443
 167.81000        8.95334       -3.69358
 167.82000        8.95568       -3.69272
 167.83000        8.95802       -3.69187
 167.84000        8.96035       -3.69101
 167.85000        8.96269       -3.69015
 167.86000        8.96502       -3.68930
 167.87000        8.96736       -3.68844
 167.88000        8.96969       -3.68758
 167.89000        8.97202       -3.68672
 167.90000        8.97435       -3.68586
 167.91000        8.97668       -3.68500
 167.92000        8.97901       -3.68414
 167.93000        8.98133       -3.68328
 167.94000        8.98366       -3.68242
 167.95000        8.98599       -3.68156
 167.96000        8.98831       -3.68070
 167.97000        8.99063       -3.67984
 167.98000        8.99296       -3.67898
 167.99000        8.99528       -3.67812
 168.00000        8.99760       -3.67725
 168.01000        8.99992       -3.67639
 168.02000        9.00223       -3.67553
 168.03000        9.00455       -3.67466
 168.04000        9.00687       -3.67380
 168.05000        9.00918       -3.67293
 168.06000        9.01150       -3.67207
 168.07000        9.01381       -3.67120
 168.08000        9.01612       -3.67034
 168.09000        9.01844       -3.66947
 168.10000        9.02075       -3.66860
 168.11000        9.02306       -3.66774
 168.12000        9.02536       -3.66687
 168.13000        9.02767       -3.66600
 168.14000        9.02998       -3.66513
 168.15000        9.03228       -3.66426
 168.16000        9.03459       -3.66339
 168.17000        9.03689       -3.66252
 168.18000        9.03920       -3.66165
 168.19000        9.04150       -3.66078
 168.20000        9.04380       -3.65991
 168.21000        9.04610       -3.65904
 168.22000        9.04840       -3.65817
 168.23000        9.05070       -3.65730
 168.24000        9.05299       -3.65643
 168.25000        9.05529       -3.65555
 168.26000        9.05758       -3.65468
 168.27000        9.05988       -3.65381
 168.28000        9.06217       -3.65293
 168.29000        9.06446       -3.65206
 168.30000        9.06675       -3.65118
 168.31000        9.06904       -3.65031
 168.32000        9.07133       -3.64943
 168.33000        9.07362       -3.64856
 168.34000        9.07591       -3.64768
 168.35000        9.07819       -3.64681
 168.36000        9.08048       -3.64593
 168.37000        9.08276       -3.64505
 168.38000        9.08505       -3.64417
 168.39000        9.08733       -3.64330
 168.40000        9.08961       -3.64242
 168.41000        9.09189       -3.64154
 168.42000        9.09417       -3.64066
 168.43000        9.09645       -3.63978
 168.44000        9.09873       -3.63890
 168.45000        9.10100       -3.63802
 168.46000        9.10328       -3.63714
 168.47000        9.10555       -3.63626
 168.48000        9.10783       -3.63537
 168.49000        9.11010       -3.63449
 168.50000        9.11237       -3.63361
 168.51000        9.11464       -3.63273
 168.52000        9.11691       -3.63184
 168.53000        9.11918       -3.63096
 168.54000        9.12145       -3.63008
 168.55000        9.12372       -3.62919
 168.56000        9.12598       -3.62831
 168.57000        9.12825       -3.62742
 168.58000        9.13051       -3.62654
 168.59000        9.13277       -3.62565
 168.60000        9.13504       -3.62476
 168.61000        9.13730       -3.62388
 168.62000        9.13956       -3.62299
 168.63000        9.14182       -3.62210
 168.64000        9.14407       -3.62122
 168.65000        9.14633       -3.62033
 168.66000        9.14859       -3.61944
 168.67000        9.15084       -3.61855
 168.68000        9.15310       -3.61766
 168.69000        9.15535       -3.61677
 168.70000        9.15760       -3.61588
 168.71000        9.15985       -3.61499
